20170601 071700;1.285090;1.285100;1.284880;1.284880;0
20170601 071800;1.284870;1.285060;1.284780;1.285060;0
20170601 071900;1.285060;1.285140;1.284940;1.284940;0
20170601 072000;1.284940;1.285130;1.284920;1.285120;0
20170601 072100;1.285110;1.285370;1.285070;1.285370;0
20170601 072200;1.285360;1.285640;1.285300;1.285600;0
20170601 072300;1.285590;1.285630;1.285560;1.285580;0
20170601 072400;1.285560;1.285560;1.285410;1.285450;0
20170601 072500;1.285430;1.285480;1.285320;1.285480;0
20170601 072600;1.285480;1.285680;1.285470;1.285680;0
20170601 072700;1.285680;1.285700;1.285580;1.285690;0
20170601 072800;1.285750;1.285780;1.285430;1.285570;0
20170601 072900;1.285560;1.285700;1.285470;1.285680;0
20170601 073000;1.285700;1.285760;1.285520;1.285760;0
20170601 073100;1.285740;1.285740;1.285580;1.285580;0
20170601 073200;1.285580;1.285580;1.285240;1.285350;0
20170601 073300;1.285350;1.285380;1.285290;1.285370;0
20170601 073400;1.285390;1.285390;1.285160;1.285170;0
20170601 073500;1.285150;1.285660;1.285020;1.285440;0
20170601 073600;1.285460;1.285580;1.285400;1.285510;0
20170601 073700;1.285510;1.285590;1.285500;1.285590;0
20170601 073800;1.285590;1.285920;1.285570;1.285870;0
20170601 073900;1.285890;1.286450;1.285880;1.286070;0
20170601 074000;1.286090;1.286200;1.285960;1.285960;0
20170601 074100;1.285960;1.286040;1.285830;1.285990;0
20170601 074200;1.286000;1.286040;1.285820;1.285870;0
20170601 074300;1.285860;1.285990;1.285860;1.285860;0
20170601 074400;1.285880;1.286090;1.285850;1.286000;0
20170601 074500;1.286010;1.286030;1.285780;1.285880;0
20170601 074600;1.285880;1.285880;1.285660;1.285660;0
20170601 074700;1.285650;1.285700;1.285480;1.285490;0
20170601 074800;1.285480;1.285590;1.285470;1.285490;0
20170601 074900;1.285520;1.285610;1.285400;1.285400;0
20170601 075000;1.285410;1.285690;1.285410;1.285590;0
20170601 075100;1.285600;1.285660;1.285500;1.285540;0
20170601 075200;1.285560;1.285600;1.285560;1.285580;0
20170601 075300;1.285640;1.285640;1.285430;1.285430;0
20170601 075400;1.285420;1.285420;1.285260;1.285280;0
20170601 075500;1.285280;1.285630;1.285280;1.285630;0
20170601 075600;1.285620;1.285790;1.285590;1.285750;0
20170601 075700;1.285770;1.285790;1.285530;1.285530;0
20170601 075800;1.285540;1.285580;1.285510;1.285550;0
20170601 075900;1.285550;1.285650;1.285550;1.285640;0
20170601 080000;1.285690;1.285990;1.285450;1.285970;0
20170601 080100;1.285950;1.286000;1.285720;1.285790;0
